,url
0,https://doi.org/10.1073%2Fpnas.1308933111
1,https://doi.org/10.1371%2Fjournal.pone.0134663
2,https://doi.org/10.21273%2FHORTSCI.46.3.487
3,https://doi.org/10.1124%2Fpr.112.006163
4,https://doi.org/10.1073%2Fpnas.0802691105
5,https://doi.org/10.1007%2FBF00995932
6,https://doi.org/10.3390%2Fmolecules21070844
7,https://doi.org/10.1186%2Fs12889-017-4814-6
8,https://doi.org/10.1038%2F35086653
9,https://doi.org/10.1111%2Fj.1750-3841.2010.01795.x
