,url
0,https://doi.org/10.1016%2Fj.foodchem.2004.05.056
1,https://doi.org/10.1016%2FS0031-9422%2898%2900767-5
2,https://doi.org/10.1002%2Fffj.2730070507
3,https://doi.org/10.1021%2Fjf000865w
4,https://doi.org/10.1016%2Fj.fct.2008.04.006
5,https://doi.org/10.1016%2FS0304-4017%2802%2900253-4
6,https://doi.org/10.1080%2F10440040902835001
7,https://doi.org/10.3390/ijerph120810171
8,https://doi.org/10.1139%2Fb89-264
9,https://doi.org/10.1016%2Fj.aspen.2009.02.004
