,url
0,https://doi.org/10.5326%2F15473317-31-5-439
1,https://doi.org/10.1080%2F10408690490424694
2,https://doi.org/10.1023%2Fa%3A1025868515705
3,https://doi.org/10.1016%2FS0367-326X%2899%2900063-5
4,https://doi.org/10.2307%2F3647389
5,https://doi.org/10.25223%2Fbrad.n27.2009.a4
6,https://doi.org/10.1080%2F10915810701351186
7,https://doi.org/10.1345%2Faph.1K132
